cond,pid,source,file,toGIG,toDRG,fpocket_pos,fpocket_dist,threading
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_9040720_0.pdb,7.16,6.596,8.0,8.82,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_9253630_0.pdb,15.993,16.734,3.0,10.12,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_9497443_0.pdb,12.125,12.591,1.0,6.0,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_9665522_0.pdb,12.195,12.727,2.0,6.76,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_0533833_0.pdb,6.167,6.131,9.0,8.55,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_0533833_1.pdb,3.268,3.298,8.0,9.49,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_1176170_0.pdb,5.926,6.127,10.0,6.73,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_1176170_1.pdb,8.384,7.658,8.0,7.94,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_3475184_0.pdb,17.397,17.669,4.0,8.11,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_3832307_0.pdb,3.553,3.52,9.0,5.05,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_3832307_1.pdb,5.466,5.225,9.0,6.96,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_3907675_0.pdb,4.244,4.839,10.0,6.23,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_3907675_1.pdb,13.884,14.486,1.0,4.13,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_4493725_0.pdb,12.847,13.476,1.0,9.57,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_4493725_1.pdb,3.855,3.644,10.0,8.57,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_4774067_0.pdb,4.117,3.733,9.0,5.45,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_4774067_1.pdb,13.489,14.132,2.0,6.02,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_5374003_0.pdb,16.313,16.774,4.0,9.63,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_5374003_1.pdb,15.088,15.738,2.0,8.08,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_5756714_0.pdb,13.807,14.369,2.0,7.41,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_5756714_1.pdb,7.225,6.576,8.0,7.67,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_6553069_0.pdb,6.524,6.058,7.0,8.71,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_6553069_1.pdb,14.76,15.081,2.0,7.08,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_6700002_0.pdb,4.398,4.524,8.0,9.95,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_6700002_1.pdb,2.736,3.689,10.0,7.4,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_7499704_0.pdb,3.777,3.502,7.0,9.48,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_w0_7499704_1.pdb,14.037,14.56,2.0,6.7,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0094308_0.pdb,15.621,16.198,2.0,5.84,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0217469_0.pdb,7.521,6.954,9.0,7.39,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0518252_0.pdb,6.917,6.382,8.0,7.94,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0669885_0.pdb,4.35,4.456,10.0,9.06,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0682017_0.pdb,16.389,16.877,3.0,6.92,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0809411_0.pdb,11.945,12.52,2.0,6.94,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0866643_0.pdb,6.717,6.189,8.0,8.07,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_0949443_0.pdb,15.988,16.335,2.0,9.37,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_1439573_0.pdb,7.527,6.823,8.0,7.67,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_2185289_0.pdb,7.877,7.411,6.0,8.86,ambiguous
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_2289052_0.pdb,7.433,7.069,9.0,6.4,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_2363281_0.pdb,16.602,16.711,4.0,8.75,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_2465062_0.pdb,12.072,12.612,2.0,7.22,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_3574123_0.pdb,12.366,12.976,2.0,6.71,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_4161959_0.pdb,13.367,13.581,4.0,7.65,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_4513444_0.pdb,4.789,4.536,8.0,9.83,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_5546489_0.pdb,3.768,2.91,9.0,6.52,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_5711345_0.pdb,17.657,17.891,1.0,8.12,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_6061086_0.pdb,13.801,14.45,1.0,8.31,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_6274548_0.pdb,15.798,16.409,2.0,8.03,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_6325079_0.pdb,5.56,5.875,10.0,8.14,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_6823669_0.pdb,14.236,14.967,1.0,4.77,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_7329158_0.pdb,13.628,14.33,2.0,7.48,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_7482884_0.pdb,13.809,14.352,2.0,7.61,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_7824929_0.pdb,12.051,12.542,1.0,5.99,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_7940627_0.pdb,13.341,13.767,3.0,6.65,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_9063205_0.pdb,4.421,4.162,9.0,8.56,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_9329492_0.pdb,6.499,5.94,8.0,7.71,forward
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_9341628_0.pdb,12.987,13.687,1.0,6.53,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wA_9944817_0.pdb,14.23,14.551,2.0,7.15,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wF_1677885_0.pdb,15.404,15.767,3.0,7.8,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wF_4153989_0.pdb,13.114,13.471,2.0,5.63,reverse
L3_nterm_t2,6AMU,promising,outputs/promising/pdb/6AMU_L3_nterm_t2_wF_8977120_0.pdb,5.364,5.672,10.0,9.79,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_0692172_0.pdb,16.007,16.434,4.0,9.66,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_0692172_1.pdb,4.543,3.355,8.0,5.88,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_1560595_0.pdb,14.984,15.642,2.0,7.27,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_1560595_1.pdb,6.144,5.234,8.0,7.5,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2070640_0.pdb,12.069,12.613,1.0,5.78,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2070640_1.pdb,7.027,6.735,9.0,5.81,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2092240_0.pdb,12.799,13.338,2.0,6.4,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2092240_1.pdb,6.553,6.242,8.0,7.94,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2648010_0.pdb,13.123,13.509,3.0,7.98,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2648010_1.pdb,13.045,13.566,1.0,8.14,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2661526_0.pdb,5.297,5.373,8.0,9.96,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_2661526_1.pdb,2.897,3.103,10.0,7.99,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_3095140_0.pdb,5.584,5.387,8.0,8.3,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_3095140_1.pdb,7.111,6.888,9.0,5.26,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_3965189_0.pdb,8.67,7.811,7.0,7.98,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_3965189_1.pdb,5.971,6.107,10.0,8.02,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4099300_0.pdb,13.07,13.546,1.0,5.92,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4099300_1.pdb,13.144,13.613,3.0,7.92,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4288280_0.pdb,14.866,15.532,4.0,10.61,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4288280_1.pdb,3.573,2.758,8.0,7.53,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4399348_0.pdb,11.967,12.437,1.0,5.78,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4399348_1.pdb,15.455,15.818,4.0,8.02,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4551227_0.pdb,7.189,6.31,8.0,8.15,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_4551227_1.pdb,3.81,3.297,9.0,8.64,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_6254459_0.pdb,15.01,15.586,3.0,7.36,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_6254459_1.pdb,12.127,12.558,1.0,6.48,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_7387147_0.pdb,13.644,14.06,2.0,7.46,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_7387147_1.pdb,15.517,15.747,4.0,9.18,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_9023926_0.pdb,15.423,16.099,1.0,8.49,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_9067190_0.pdb,12.87,13.493,2.0,6.5,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w0_9067190_1.pdb,15.658,15.913,4.0,7.88,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w1_2303849_0.pdb,12.838,13.184,3.0,8.13,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w1_2303849_1.pdb,3.486,3.629,8.0,9.45,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w1_3508565_0.pdb,10.1,9.346,6.0,6.21,ambiguous
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w1_3954629_0.pdb,15.244,15.905,2.0,3.18,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w1_3954629_1.pdb,5.979,6.055,9.0,10.69,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w1_7915118_0.pdb,3.522,2.603,9.0,5.57,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w1_7915118_1.pdb,13.981,14.558,3.0,5.38,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w2_7728043_0.pdb,5.616,5.934,10.0,5.91,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w2_7728043_1.pdb,12.097,12.661,1.0,6.09,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_w2_8598189_0.pdb,8.905,7.916,7.0,7.19,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_0487327_0.pdb,14.376,15.255,3.0,9.1,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_1897282_0.pdb,15.82,16.07,5.0,9.46,ambiguous
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_2260014_0.pdb,15.586,16.075,2.0,7.31,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_2261833_0.pdb,6.601,6.332,9.0,7.56,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_2679277_0.pdb,7.994,7.3,8.0,6.42,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_3688171_0.pdb,15.521,15.936,5.0,7.87,ambiguous
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_3867043_0.pdb,6.618,6.442,9.0,6.82,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_3956922_0.pdb,6.964,6.552,9.0,8.08,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_4099936_0.pdb,8.356,7.591,7.0,8.84,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_4301627_0.pdb,15.683,16.118,4.0,9.52,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_4551173_0.pdb,13.696,14.497,1.0,9.29,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_4927847_0.pdb,13.258,13.795,2.0,6.02,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_5438413_0.pdb,14.017,14.721,1.0,6.85,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_5828878_0.pdb,6.633,6.083,6.0,9.94,ambiguous
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_6044768_0.pdb,13.437,14.06,2.0,9.11,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_6066800_0.pdb,12.595,13.22,1.0,8.35,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_6220003_0.pdb,14.28,14.653,3.0,9.23,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_6907159_0.pdb,15.289,15.883,3.0,7.09,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_7136048_0.pdb,5.797,5.841,10.0,9.17,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_7507211_0.pdb,13.462,14.075,3.0,7.7,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_7528349_0.pdb,14.876,15.332,3.0,4.55,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_7542656_0.pdb,5.747,5.449,9.0,6.73,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_7655212_0.pdb,4.013,4.344,8.0,9.48,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_8550567_0.pdb,8.375,7.727,6.0,8.99,ambiguous
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_8574055_0.pdb,14.786,15.236,2.0,6.92,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_8626446_0.pdb,3.807,2.836,9.0,6.47,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_8787191_0.pdb,14.151,14.469,2.0,7.01,reverse
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_8862394_0.pdb,6.911,6.288,8.0,6.96,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_9498540_0.pdb,3.991,3.605,9.0,5.85,forward
L4_expanded,6AMU,promising,outputs/promising/pdb/6AMU_L4_expanded_wA_9770844_0.pdb,6.093,5.682,9.0,8.33,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_0285928_0.pdb,8.005,7.133,7.0,4.71,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_0285928_1.pdb,5.396,5.116,9.0,6.41,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_0543064_0.pdb,7.711,6.895,7.0,6.45,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_0543064_1.pdb,13.96,14.77,1.0,7.69,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_1101263_0.pdb,14.723,15.278,4.0,9.01,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_1101263_1.pdb,3.278,3.698,10.0,5.09,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_1951505_0.pdb,12.674,13.135,3.0,6.38,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_1951505_1.pdb,5.026,3.971,8.0,7.28,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_2959767_0.pdb,15.536,16.057,3.0,5.06,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_2959767_1.pdb,18.746,18.999,4.0,7.05,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_3198191_0.pdb,13.713,14.288,3.0,7.85,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_3198191_1.pdb,15.192,15.86,3.0,7.69,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_3256030_0.pdb,14.032,14.6,3.0,9.48,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_3256030_1.pdb,12.509,12.929,1.0,6.68,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_3689433_0.pdb,3.978,3.417,8.0,9.07,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_3689433_1.pdb,7.326,7.055,9.0,5.43,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_4201502_0.pdb,12.601,13.07,3.0,6.76,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_4201502_1.pdb,15.09,15.74,2.0,8.35,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_5008098_0.pdb,15.625,16.088,3.0,7.35,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_5008098_1.pdb,3.922,3.408,9.0,9.67,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_5115809_0.pdb,16.757,17.082,6.0,7.33,ambiguous
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_5250418_0.pdb,7.599,6.939,6.0,9.35,ambiguous
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_5250418_1.pdb,13.806,14.495,2.0,10.54,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_5504875_0.pdb,15.119,15.583,4.0,8.39,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_5504875_1.pdb,14.29,14.975,1.0,6.9,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_7353934_0.pdb,8.726,7.84,7.0,7.17,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_7353934_1.pdb,17.498,17.657,5.0,7.48,ambiguous
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_7533496_0.pdb,13.775,14.342,2.0,5.96,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_7533496_1.pdb,15.283,15.895,2.0,8.51,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_7803326_0.pdb,13.42,13.961,1.0,8.71,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_7803326_1.pdb,4.685,3.829,8.0,7.96,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_8984743_0.pdb,10.894,10.094,5.0,8.61,ambiguous
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_8984743_1.pdb,16.104,16.665,3.0,8.66,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_9068714_0.pdb,8.39,7.723,8.0,5.86,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_9068714_1.pdb,16.45,16.973,3.0,6.18,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_9821419_0.pdb,9.404,8.888,7.0,6.88,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_9821419_1.pdb,14.974,15.703,2.0,7.48,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w0_9837078_0.pdb,12.302,12.963,2.0,7.73,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w1_0796681_0.pdb,12.498,12.832,1.0,3.95,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w1_0796681_1.pdb,3.064,1.732,9.0,5.02,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w1_4321186_0.pdb,5.166,4.324,8.0,7.42,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w1_8903467_0.pdb,7.634,7.011,8.0,6.55,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w1_8903467_1.pdb,14.828,15.481,2.0,5.97,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w1_9776157_0.pdb,3.264,2.719,9.0,6.95,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w3_3259239_0.pdb,5.856,5.201,9.0,7.91,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_w3_3259239_1.pdb,7.24,6.501,7.0,5.81,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_0166748_0.pdb,14.503,14.719,4.0,9.83,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_0313627_0.pdb,8.764,7.911,7.0,8.14,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_0568488_0.pdb,6.311,5.742,8.0,8.17,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_0784602_0.pdb,14.98,15.542,2.0,8.3,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_0917004_0.pdb,6.268,6.031,9.0,6.51,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_1306903_0.pdb,13.444,14.095,1.0,6.77,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_1702420_0.pdb,15.138,15.76,2.0,8.03,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_1738416_0.pdb,14.358,14.869,2.0,7.03,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_1903379_0.pdb,13.257,13.894,1.0,5.0,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_2089474_0.pdb,14.4,14.938,1.0,7.59,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_3077316_0.pdb,6.141,5.243,9.0,9.09,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_3434388_0.pdb,15.907,16.177,5.0,8.22,ambiguous
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_4205853_0.pdb,3.477,3.271,8.0,8.78,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_4529639_0.pdb,4.522,4.049,8.0,9.28,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_4567475_0.pdb,5.2,5.612,10.0,6.99,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_5189211_0.pdb,14.521,15.106,2.0,6.91,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_5317545_0.pdb,6.503,6.196,9.0,6.27,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_5432774_0.pdb,12.772,13.193,3.0,8.18,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_5437638_0.pdb,7.894,7.219,8.0,6.52,forward
